I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD
1655,DORT WO DER ALTE RHEIN MIT SEINEN WELLEN,,3.656385019832797,0.5581632653061224,0.11904761904761904,-1.0,0.2,0.12195121951219512,-0.04,-0.06,-0.09523809523809523,-0.07142857142857142,0.8193444636606021,0.5532094627592199
1656,WOHLAUF KAMERADEN AUFS PFERD,,3.5975314055389016,0.6355742296918768,0.2647058823529412,0.5,0.375,0.15151515151515152,0.0,-0.0,0.0,-0.2112044817927171,0.9565061640289381,0.8354675638934627
1657,AUF AUF WER DEUTSCHE FREIHEIT LIEBET,,4.005868055012554,0.5452380952380952,-0.02631578947368421,-1.0,0.2878787878787879,0.02702702702702703,-0.011494252873563218,-0.034482758620689655,0.0,-0.14874686716791982,0.803545520662324,0.6751930101245169
1658,AUF AUF IHR BRUEDER UND SEID STARK,,4.106391652491881,0.5613553113553114,0.19230769230769232,-1.0,0.38095238095238093,0.04,0.0,-0.0,0.0,-0.1726190476190476,0.7423038395361444,0.9814687653366899
1659,SCHOEN ISTS UNTER FREIEM HIMMEL,,4.014857530447421,0.5735294117647058,0.029411764705882353,-1.0,0.1875,0.06060606060606061,-0.014925373134328358,-0.029850746268656716,-0.11764705882352941,-0.26764705882352946,0.8381457185287831,0.5756299884158323
1660,KEIN SCHOENRER TOD AUF DIESER WELT,,3.698798811060475,0.6666666666666667,0.35294117647058826,1.0,0.5227272727272727,0.06060606060606061,0.0,-0.0,0.0,-0.10784313725490194,0.7752332590445112,0.46012428755622947
1661,HINAUS IN DIE FERNE MIT LAUTEM HOERNERKLANG,,3.9894374135151214,0.68,0.22,-1.0,0.45454545454545453,0.01020408163265306,0.0,-0.0,0.0,-0.09333333333333332,0.9639064038098277,0.5278563034591591
1663,ES SEI MEIN HERZ UND BLUT GEWEIHT,,4.118184122299124,0.5088888888888888,0.03333333333333333,-1.0,0.2777777777777778,0.08620689655172414,0.0,-0.0,0.0,-0.016666666666666666,0.9510669535309276,0.98332406531992
1665,DER GOTT DER EISEN WACHSEN LIESS,,4.264282733134012,0.518840579710145,0.0,-1.0,0.2676056338028169,0.044444444444444446,-0.06097560975609756,-0.0,0.0,-0.08695652173913043,0.8878672846921791,0.9864815478780873
1667,HERAUS HERAUS DIE KLINGEN LASST ROSS UND KLEPPER SPRINGEN,,4.275003603007264,0.6904761904761904,0.3333333333333333,-1.0,0.484375,0.024390243902439025,-0.028985507246376812,-0.014492753623188406,0.0,-0.21428571428571427,0.813594787017197,0.8865172275943692
1668,HINAUS HINAUS ES RUFT DAS VATERLAND,,3.9711834734157145,0.6404761904761904,0.2857142857142857,-1.0,0.55,0.13414634146341464,-0.05128205128205128,-0.042735042735042736,0.0,-0.06666666666666668,0.8853629516335053,0.6545211977999588
1669,FRISCH AUF ZUM FROEHLICHEN JAGEN ES IST NUN AN DER ZEIT,,3.534099600102298,0.6441176470588235,0.29411764705882354,-1.0,0.2647058823529412,0.12121212121212122,0.0,-0.03076923076923077,0.0,-0.12941176470588237,0.8147800829744908,0.5656447605118743
1670,DER KNABE ROBERT FEST UND WERT,,4.387624843757883,0.4462962962962962,-0.3333333333333333,-1.0,0.08333333333333333,0.0,0.0,-0.11428571428571428,0.0,-0.15555555555555556,0.7906264015870278,0.964194209366623
1672,WAS BLASEN DIE TROMPETEN HUSAREN HERAUS,,4.0548963605455945,0.5543040293040293,-0.15384615384615385,-1.0,0.045454545454545456,0.04,0.0,-0.0,0.0,-0.29679487179487174,0.9594157378018139,0.5850810223441802
1674,DAS VOLK STEHT AUF DER STURM BRICHT LOS,,4.134649615637804,0.5377551020408163,0.09523809523809523,-1.0,0.2916666666666667,0.024390243902439025,0.0,-0.0,0.0,-0.22947845804988662,0.7677706608596034,0.9276070671613652
1675,WAS GLAENZT DORT VOM WALDE IM SONNENSCHEIN,,3.95786300132887,0.6432098765432097,0.2777777777777778,-1.0,0.5185185185185185,0.0,0.0,-0.021739130434782608,0.0,-0.2641975308641975,0.7326954108356665,0.5552803119102734
1676,AHNDUNGSGRAUEND TODESMUTHIG BRICHT DER GROSSE MORGEN AN,,4.187767231406237,0.6090909090909091,0.12121212121212122,-1.0,0.3670886075949367,0.07692307692307693,-0.008333333333333333,-0.0,0.0,-0.11464646464646465,0.8637232033682413,0.9230199115075495
1677,FEINDE RINGSUM FEINDE RINGSUM,,3.7914166417107245,0.48968253968253966,0.16666666666666666,-1.0,0.045454545454545456,0.0,0.0,-0.044444444444444446,-0.5,-0.12976190476190477,0.645662254176151,0.3969223801421944
1678,TRIUMPH DAS SCHWERT IN TAPFRER HAND,,3.71362878461007,0.44019607843137254,-0.058823529411764705,-1.0,0.07446808510638298,0.06060606060606061,0.0,-0.0,-0.17647058823529413,-0.1647058823529412,0.7280294620388436,0.36845878036046853
1679,HURRA DER ERSTE SIEGESTAG,,4.088697364605955,0.5384615384615384,-0.038461538461538464,-1.0,0.2391304347826087,0.08,-0.037037037037037035,-0.07407407407407407,0.0,-0.02564102564102564,0.7381359231646215,0.9777557929835107
1681,PREIS DIR HERMANN VOLKSERRETTER,,4.064504799381744,0.5977891156462584,0.32142857142857145,-1.0,0.3142857142857143,0.1111111111111111,-0.0136986301369863,-0.0,0.0,-0.15629251700680272,0.932987455851906,0.9819910489937591
1682,DER ALTE BARBAROSSA DER KAISER FRIEDERICH,,3.6612335745149047,0.5833333333333334,0.2222222222222222,-1.0,0.21153846153846154,0.058823529411764705,0.0,-0.0,0.0,-0.09259259259259259,0.6964816053511705,0.14166666666666666
1683,SOHN DA HAST DU MEINEN SPEER,,4.120796328018763,0.6138888888888888,-0.08333333333333333,-1.0,0.08695652173913043,0.043478260869565216,0.0,-0.0,-0.3333333333333333,-0.09722222222222221,0.7205371852718886,0.7290031040995306
1684,WER IST DER RITTER HOCHGEEHRT,,4.10029242540162,0.6279220779220779,0.3333333333333333,-1.0,0.41208791208791207,0.13846153846153847,-0.03076923076923077,-0.03076923076923077,0.0,-0.07857142857142857,0.8999684412994888,0.9919989757771231
1685,DER KLEINE MANN IM STAUBBEDECKTEN KLEIDE,,4.028747886884595,0.6606060606060606,0.36363636363636365,-1.0,0.3157894736842105,0.0,-0.038461538461538464,-0.038461538461538464,0.0,-0.28787878787878785,0.8074002026342452,0.25621335120542205
1686,FRIDERICUS REX UNSER KOENIG UND HERR,,4.102404258614785,0.6957875457875458,0.5,0.5,1.0,0.04,0.0,-0.0,0.0,-0.31501831501831506,0.8750977159398212,0.756500681869103
1687,ALS JUENGSTENS HERR MERCURIUS IM HIMMEL REFERIRTE,,3.7933578421744327,0.5392156862745098,0.14705882352941177,-1.0,0.0,0.030303030303030304,0.0,-0.0,0.0,-0.3284313725490196,1.0,0.603072637183345
1688,SCHWERIN DER HAT UNS KOMMANDIERT,,3.9802681247258347,0.6160317460317459,0.16666666666666666,-1.0,0.0,0.10344827586206896,0.0,-0.0,0.0,-0.2807142857142857,0.8675312862820098,0.9861057492265287
1689,KLAGET NICHT DASS ICH GEFALLEN,,4.155133022344456,0.45999999999999996,-0.2,-1.0,0.12857142857142856,0.0,0.0,-0.0,0.0,-0.15333333333333332,0.7321096351590268,0.9811186252806674
1691,ALS DER SANDWIRTH VON PASSEIER,,3.8923111649541484,0.32499999999999996,-0.2777777777777778,-1.0,-0.0975609756097561,0.04285714285714286,0.0,-0.0,0.0,-0.2592592592592593,0.928097307031129,0.5474729881333691
1694,LEB WOHL DU THEURES LAND DAS MICH GEBOREN,,4.6401418741260025,0.5471655328798186,-0.07142857142857142,-1.0,0.5227272727272727,0.15853658536585366,0.0,-0.04310344827586207,0.0,-0.2215419501133787,0.9892532545187412,0.9034584295482112
1695,DENKST DU DARAN MEIN TAPFRER LAGIENKA,,4.5728921590349545,0.5492063492063493,-0.2619047619047619,-1.0,0.0,0.04878048780487805,-0.008771929824561403,-0.043859649122807015,0.0,-0.32222222222222224,0.9455135413885515,0.9901941931705801
1696,DER STURM BRACH LOS ES ZUCKTEN RINGS DIE BLITZE,,3.5611012524126933,0.46819047619047616,-0.18,-1.0,0.0851063829787234,0.05102040816326531,0.0,-0.01098901098901099,-0.04,-0.05333333333333333,0.7366817972940984,0.46217934020968326
1697,WILL SICH HEKTOR EWIG VON MIR WENDEN,,4.3748983561702905,0.5146616541353384,-0.10526315789473684,-1.0,-0.2,0.02702702702702703,-0.011627906976744186,-0.023255813953488372,-0.10526315789473684,-0.09586466165413533,0.8589804270332986,0.9870086036548396
1698,JUNG SIEGFRIED WAR EIN STOLZER KNAB,,3.953355921855922,0.6541666666666667,0.3125,-1.0,0.6388888888888888,0.03333333333333333,0.0,-0.0,0.0,-0.1125,0.7640040700040699,0.37037037037037035
1699,ZUR SCHMIEDE GING EIN JUNGER HELD,,3.4264516060578676,0.638888888888889,-0.16666666666666666,0.5,0.25,0.2647058823529412,-0.02857142857142857,-0.0,0.0,-0.13333333333333333,0.760599807371629,0.2869026364211374
1700,MEIN ARM WIRD STARK,,4.02228285966132,0.7277777777777777,0.2777777777777778,-1.0,0.5,0.0,0.0,-0.0,0.0,-0.22407407407407406,0.5571698004715083,0.20896101488426294
1704,WAS HOER ICH DRAUSSEN VOR DEM TOR,,3.7142126483708124,0.4877777777777778,0.03333333333333333,-1.0,0.2222222222222222,0.034482758620689655,0.0,-0.0,0.0,0.0,0.981863410221619,0.590165330103216
1705,DAS WASSER RAUSCHT DAS WASSER SCHWOLL,,4.048248933197037,0.534313725490196,0.058823529411764705,-1.0,0.15625,0.030303030303030304,-0.01694915254237288,-0.0,0.0,-0.058823529411764705,1.0,0.8710390854674983
1706,WER REIT'T SO SPAET DURCH NACHT UND WIND,,4.190535556704232,0.5265873015873016,0.05555555555555555,-1.0,0.625,0.08823529411764706,-0.021739130434782608,-0.0,0.0,-0.0851851851851852,0.6014896063789996,0.974325182791165
1708,SAH EIN KNAB EIN ROESLEIN STEHN,,4.565691707417392,0.6488095238095238,0.21428571428571427,-1.0,0.5714285714285714,0.018518518518518517,0.0,-0.0,0.0,-0.27380952380952384,0.9611470860314524,0.8433012351425535
1709,SAH EIN KNAB EIN ROESLEIN STEHN,,4.188286496839387,0.4773809523809524,-0.07142857142857142,-1.0,0.3181818181818182,0.018518518518518517,0.0,-0.0,0.0,-0.1547619047619048,0.8492874330832155,0.8357643355214426
1710,EIN VEILCHEN AUF DER WIESE STAND,,3.32116990173209,0.5833333333333333,0.125,0.5,0.35714285714285715,0.04838709677419355,-0.07547169811320754,-0.0,0.0,0.0,0.7927108381814264,0.31410172826454047
1711,ICH GING IM WALDE SO FUER MICH HIN,,3.5007182903312932,0.6111111111111112,0.16666666666666666,0.5,0.5,0.11764705882352941,0.0,-0.0,0.0,-0.037037037037037035,1.0,0.3631161323266586
1713,IN EINEM THAL BEI ARMEN HIRTEN,,4.844833265558292,0.7411764705882353,0.3235294117647059,-1.0,1.0,0.0,-0.011764705882352941,-0.07058823529411765,0.0,-0.2799019607843137,0.950578946318245,0.38564764154426606
1714,IN EINEM THAL BEI ARMEN HIRTEN,,3.6161533748447274,0.6492997198879553,0.29411764705882354,0.5,0.7,0.030303030303030304,0.0,-0.043010752688172046,0.0,-0.12962184873949578,0.9104458001966551,0.491804069305697
1715,ICH WEISS NICHT WAS SOLL ES BEDEUTEN,,4.827169404511147,0.657843137254902,0.23529411764705882,-1.0,0.90625,0.045454545454545456,-0.014705882352941176,-0.058823529411764705,0.0,-0.15980392156862747,0.9467667055167055,0.8637248915078105
1716,IN DES MEERES TIEFSTEN WUNDERHALLEN,,3.785344397013479,0.5650297619047618,0.03125,0.5,0.3611111111111111,0.0,-0.012345679012345678,-0.0,0.0,-0.10535714285714284,0.8549824542546063,0.9177682478735111
1717,WENN DER LENZ ERWACHT UND IN BLUETHENPRACHT,,4.3628410535254405,0.42708333333333337,0.15625,-1.0,0.6785714285714286,0.04838709677419355,0.0,-0.02666666666666667,0.0,0.0,0.9490509725016768,0.9861057492265287
1719,ES STUNDEN DREI ROSEN AUF EINEM ZWEIG,,4.079146265884144,0.5833333333333333,0.16666666666666666,-1.0,0.3541666666666667,0.11764705882352941,0.0,-0.05714285714285714,0.0,-0.018518518518518517,0.9091813294232649,0.9411172862897
1726,ALS KAISER KARL IM WEITEN ZUGE,,3.7043743393275252,0.5544973544973545,0.16666666666666666,-1.0,0.3611111111111111,0.14705882352941177,-0.025,-0.0,0.0,-0.05952380952380952,0.5483264120106226,0.969641142380706
1727,GROSSE THATEN EDLER SEELEN,,4.2555121392339315,0.61,-0.03333333333333333,-1.0,0.25,0.10344827586206896,-0.03225806451612903,-0.0,0.0,-0.13444444444444445,0.8171184255490745,0.9818061472530191
1728,LENORE FUHR UMS MORGENROTH,,3.4788358955025522,0.6784313725490196,0.14705882352941177,0.5,-0.5,0.06060606060606061,0.0,-0.0,0.0,-0.09313725490196079,0.8919941239393836,0.4770619717523397
1729,SO ALLEINE WANDELST DU,,3.6783589968946875,0.5378787878787878,0.0,-1.0,-0.10714285714285714,0.09523809523809523,-0.022727272727272728,-0.0,0.0,-0.045454545454545456,0.7698409304818834,0.2094473015525647
1730,HEINRICH SCHLIEF BEI SEINER NEUVERMAEHLTEN,,3.6386237297983657,0.7037037037037037,0.0,0.5,0.18181818181818182,0.11764705882352941,-0.044444444444444446,-0.0,0.0,-0.12037037037037036,0.7968085931840894,0.09087450489889513
1731,HEINRICH SCHLIEF BEI SEINER NEUVERMAEHLTEN,,3.4044511323761264,0.7023809523809523,0.2777777777777778,0.5,0.3076923076923077,0.23529411764705882,-0.044444444444444446,-0.0,0.0,-0.1388888888888889,0.8558445978298502,0.1317281634354805
1732,WEINT MIT MIR IHR NAECHTLICH STILLEN HAINE,,3.8502955009963102,0.6264550264550265,0.2222222222222222,-1.0,0.045454545454545456,0.0,0.0,-0.022222222222222223,-0.1111111111111111,-0.2037037037037037,0.5899234382558263,0.973647676016097
1733,WEINT MIT MIR IHR NAECHTLICH STILLEN HAINE,,3.6751489133981434,0.49444444444444446,-0.16666666666666666,-1.0,0.041666666666666664,0.06896551724137931,-0.02631578947368421,-0.039473684210526314,0.0,-0.1111111111111111,0.831419795832877,0.5330162722335463
1734,ZU KINDELSBERG AUF DEM HOHEN SCHLOSS,,2.940549364212316,0.5883116883116885,0.13636363636363635,-1.0,0.045454545454545456,0.16666666666666666,0.0,-0.0,0.0,-0.011363636363636364,0.49739337092283337,0.3989435738100842
1735,ES RITT EIN RITTER WOHL UEBER FELD,,3.679523716872753,0.6933333333333334,0.3333333333333333,-1.0,0.4166666666666667,0.15517241379310345,-0.015384615384615385,-0.0,0.0,-0.14666666666666667,0.8922347135134681,0.49625653156556115
1736,ACH SCHWESTER DIE DU SICHER,,3.5026310652080213,0.7060224089635853,0.38235294117647056,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.06722689075630252,0.9515209031632968,0.660213803501307
1737,EIN SCHAEFERMAEDCHEN WEIDETE,,4.078267316583226,0.707843137254902,0.3235294117647059,-1.0,0.48,0.0,-0.015384615384615385,-0.0,0.0,-0.21764705882352944,0.9172113520183324,0.4362894351334476
1738,EIN SCHAEFERMAEDCHEN SASS IM GRUENEN,,4.010237540257765,0.5037037037037037,-0.16666666666666666,-1.0,0.03125,0.058823529411764705,0.0,-0.0,0.0,-0.1851851851851852,0.9033938184092983,0.7788616957046749
1739,ICH WAR ERST SECHZEHN SOMMER ALT,,4.437416149068323,0.6071428571428571,0.0,-1.0,0.5714285714285714,0.0,0.0,-0.0,0.0,-0.13095238095238093,0.6278923395445135,0.0
1741,IHREN SCHAEFER ZU ERWARTEN,,4.700280241732178,0.6781250000000001,0.125,-1.0,0.55,0.06451612903225806,0.0,-0.0,0.0,-0.37500000000000006,0.8916414375339456,0.8950299332304905
1742,WER SAGT MIR WO WEINSBERG LIEGT,,4.02611635173737,0.7717948717948718,0.19230769230769232,-1.0,0.0,0.06,-0.05454545454545454,-0.0,0.0,-0.16538461538461538,0.8079949913201856,0.9787041109999348
1744,ES WELKEN ALLE BLAETTER,,3.8683204511788456,0.4655555555555556,-0.3,-1.0,0.12790697674418605,0.017241379310344827,-0.037037037037037035,-0.0,0.0,-0.18000000000000002,0.7008128511201288,0.42575058996771703
1745,ZU AUGSBURG STEHT EIN HOHES HAUS,,3.7298519567230257,0.5466666666666667,0.03333333333333333,-1.0,0.3064516129032258,0.0,0.0,-0.03125,0.0,-0.04444444444444444,0.800645293602208,0.466272727560186
1746,DIE STERNE UEBERM THALE STEHN,,4.422521203496062,0.6888888888888889,0.3888888888888889,-1.0,0.5,0.058823529411764705,0.0,-0.0,-0.2222222222222222,-0.09444444444444446,0.8959893048128343,0.968688761428325
1748,ES ZOGEN DREI BURSCHE WOHL UEBER DEN RHEIN,,4.417588725749182,0.7435897435897435,0.11538461538461539,1.0,0.4807692307692308,0.1,-0.03125,-0.0,0.0,-0.07692307692307693,0.8350063856960409,0.9654349041557051
1749,EINE ALTE BURG MIT MAUERN FEST,,3.7331653407663175,0.4980392156862744,-0.08823529411764706,0.5,0.06578947368421052,0.030303030303030304,0.0,-0.0,0.0,-0.3088235294117647,0.8175128860987687,0.9850679720706822
1751,ES STAND AUF HOHEN BERGEN,,3.5452384836104724,0.6282051282051282,0.3076923076923077,1.0,0.21052631578947367,0.2,0.0,-0.043478260869565216,0.0,-0.19230769230769232,0.9235451918095141,0.5548682023214071
1752,ZU STEFFEN SPRACH IM TRAUME,,4.215598138250742,0.518671679197995,0.2894736842105263,-1.0,0.5,0.0,0.0,-0.0,0.0,-0.1018796992481203,0.9004014652428831,0.9841189787722706
1753,ICH GING IM NAECHTLICH STILLEN HAINE,,3.9344470962748725,0.676007326007326,0.15384615384615385,-1.0,0.25,0.1,-0.015873015873015872,-0.0,0.0,-0.17307692307692307,0.7603611166658064,0.18702513150204558
1754,ICH SASS UND SPANN VOR MEINER THUER,,3.597946442359116,0.4778388278388278,-0.07692307692307693,-1.0,0.09615384615384616,0.06,-0.01694915254237288,-0.03389830508474576,0.0,-0.06684981684981685,0.6471310591002061,0.7422023578662234
1755,EIN MAEDCHEN HOLDER MIENEN,,4.967698218162904,0.5477591036414565,0.029411764705882353,-1.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.962175608905824,0.9871752703215062
1756,IM SCHATTEN GRUENER BAEUME,,3.8951217476969,0.5637254901960783,0.029411764705882353,-1.0,-0.14814814814814814,0.07575757575757576,0.0,-0.0,0.0,-0.06764705882352941,0.9582556625344776,0.23748527154187532
1757,IM SCHATTEN GRUENER BAEUME,,3.9388703077242164,0.5744444444444444,0.0,-1.0,-0.2,0.10344827586206896,0.0,-0.017543859649122806,0.0,-0.10888888888888888,0.8606613093405546,0.21921991873672547
1758,ALS ICH AUF MEINER BLEICHE,,3.9211802149621677,0.5352941176470588,0.08823529411764706,-1.0,0.22340425531914893,0.12121212121212122,0.0,-0.0,-0.23529411764705882,-0.15098039215686276,0.9131449717363896,0.42749022421458316
1759,ES WAR EIN JUNGES MAEDCHEN VON REIZENDER GESTALT,,3.3798297770337786,0.5541666666666667,0.40625,-1.0,0.14705882352941177,0.04838709677419355,-0.014925373134328358,-0.0,0.0,-0.07083333333333333,0.7469892003158132,0.19950652317158132
1760,ES WAR EIN JUNGES MAEDCHEN VON REIZENDER GESTALT,,4.079619671961673,0.5147058823529411,0.14705882352941177,-1.0,0.5,0.0,-0.05555555555555555,-0.0,0.0,-0.058823529411764705,0.7859041857671951,0.18831065759637186
1761,EIN NIEDLICHES MAEDCHEN EIN JUNGES BLUT,,4.314914111857636,0.5450980392156862,0.058823529411764705,-1.0,-0.16666666666666666,0.06060606060606061,0.0,-0.0,0.0,-0.2852941176470588,0.9522169062753667,0.9850679720706822
1763,ICH LEBTE EINST IM DEUTSCHEN VATERLANDE,,4.761092057080979,0.662962962962963,0.16666666666666666,-1.0,0.625,0.058823529411764705,-0.022222222222222223,-0.044444444444444446,0.0,-0.2296296296296296,0.9273543104654847,0.9749686834346655
1764,ICH LEBTE EINST IM DEUTSCHEN VATERLANDE,,4.857388353377274,0.662962962962963,0.05555555555555555,-1.0,0.625,0.058823529411764705,-0.044444444444444446,-0.044444444444444446,0.0,-0.19259259259259257,0.9273543104654847,0.9749686834346655
1765,SUESSE HEILIGE NATUR,,3.0810512678699644,0.537037037037037,-0.05555555555555555,0.5,0.0,0.058823529411764705,-0.024390243902439025,-0.0,0.0,-0.018518518518518517,0.6902280215438109,0.8141454207243681
1766,ALLDORT AUF GRUENEN MATTEN,,4.257264090555651,0.6018518518518517,0.2777777777777778,-1.0,1.0,0.08823529411764706,0.0,-0.0,0.0,-0.05555555555555555,0.7620480260480261,0.7038217289956421
1768,WIE LIEBLICH SCHALLT IM GRUENEN WALD,,4.177928630002933,0.5545454545454546,0.045454545454545456,-1.0,0.25,0.0,-0.05128205128205128,-0.07692307692307693,0.0,-0.17727272727272728,0.7584918576249845,0.1451319921908157
1769,WALDESLUST WALDESLUST O WIE EINSAM,,3.5404022825633437,0.5833333333333334,0.1875,-1.0,0.14285714285714285,0.03333333333333333,0.0,-0.0,-0.125,-0.10416666666666666,0.7071610007639418,0.5987174722755924
1770,IM WALDE MUSS ICH LEBEN,,3.7132460317055953,0.6636363636363636,0.5,-1.0,0.5333333333333333,0.14285714285714285,0.0,-0.024390243902439025,0.0,-0.15,0.6660314768209505,0.18128824313034841
1771,IM WALDE MOECHT ICH LEBEN,,3.7813100766602115,0.5641025641025641,-0.07692307692307693,-1.0,0.20588235294117646,0.04,0.0,-0.0,0.0,-0.03076923076923077,0.5927308625577891,0.8509019893663741
1772,O THAELER WEIT O HOEHEN,,3.8832707509756297,0.5,-0.045454545454545456,-1.0,0.16666666666666666,0.03488372093023256,0.0,-0.0,0.0,-0.07045454545454545,0.7651989182198748,0.8703797961102298
1773,ADE DU LIEBES WALDESGRUEN,,3.8752088002212517,0.5507002801120449,-0.08823529411764706,-1.0,0.15217391304347827,0.030303030303030304,-0.06153846153846154,-0.0,0.0,-0.08389355742296918,0.8520400676135076,0.3830697433238268
1775,IHR STAEDTER SUCHT IHR FREUDE,,3.4593001933014293,0.5686274509803921,0.2647058823529412,-1.0,0.10344827586206896,0.10606060606060606,0.0,-0.0,0.0,-0.11764705882352941,1.0,0.4596561039510144
1776,HOERET WIE DIE WACHTEL IN FREUDEN DORT SCHLAEGT,,3.5278870315247204,0.5794871794871794,0.4423076923076923,-1.0,0.23529411764705882,0.0392156862745098,0.0,-0.011363636363636364,-0.07692307692307693,-0.037820512820512825,0.6343341542566728,0.9341877326087852
1777,HORCH WIE SCHALLTS DORTEN SO LIEBLICH HERVOR,,4.334662212538568,0.4166666666666667,-0.041666666666666664,-1.0,-0.42857142857142855,0.02127659574468085,0.0,-0.0,0.0,-0.27777777777777773,0.8216615830626276,0.8695946855380818
1778,ICH BIN VOM BERG DER HIRTENKNAB,,3.9705863078584516,0.746031746031746,0.5952380952380952,1.0,0.625,0.1951219512195122,0.0,-0.0,0.0,-0.023809523809523808,0.8815678737180661,0.20593897971946754
1779,ICH BIN SO GERN HIER OBEN,,4.186271412988784,0.6316849816849817,0.19230769230769232,-1.0,1.0,0.02,-0.02040816326530612,-0.0,0.0,-0.060989010989010994,0.5662508993730085,0.38075395001583073
1780,TYROLER SIND LUSTIG TYROLER SIND FROH,,4.362555916863515,0.7013333333333333,0.44,-1.0,0.8,0.12244897959183673,0.0,-0.0,0.0,-0.046,0.955551857226539,0.9221197058954791
1781,WILL RUHEN UNTER DEN BAEUMEN HIER,,4.564252035512088,0.6587301587301588,0.16666666666666666,-1.0,1.0,0.012195121951219513,0.0,-0.0,0.0,-0.06349206349206349,0.8314497662154594,0.6894418356922929
1782,SO VIEL DER MAI AUCH BLUEMLEIN BEUT,,4.437585315276091,0.5568627450980393,0.11764705882352941,-1.0,0.5833333333333334,0.030303030303030304,-0.016666666666666666,-0.05,0.0,-0.08529411764705883,0.8115723944045332,0.9818061472530191
1783,FREUNDLICH GLAENZT AN STILLER QUELLE,,3.711872763521419,0.46861471861471865,0.045454545454545456,-1.0,0.19696969696969696,0.14285714285714285,-0.022727272727272728,-0.0,0.0,-0.022727272727272728,0.769590774134166,0.9195547166599798
1784,BEI DER STILLEN MONDESHELLE,,3.6542464209168446,0.578125,-0.0625,0.5,0.296875,0.016129032258064516,0.0,-0.0,0.0,0.0,1.0,0.7328754531749088
1785,ES MURMELN DIE WELLEN,,4.178434427087819,0.5980392156862745,0.35294117647058826,-1.0,0.4166666666666667,0.06060606060606061,-0.04,-0.24,0.0,0.0,0.9262395929694727,0.8710361888420535
1786,DIE FENSTER AUF DIE HERZEN AUF,,4.022575925057594,0.5388888888888889,0.03333333333333333,-1.0,0.25,0.06896551724137931,-0.022222222222222223,-0.0,0.0,-0.06666666666666667,0.7727718150633636,0.974325182791165
1788,DER FRUEHLING NAHT MIT BRAUSEN,,3.7287196761630943,0.6613333333333332,0.2,1.0,0.37777777777777777,0.10204081632653061,-0.014084507042253521,-0.0,0.0,-0.03666666666666666,0.6353803424502359,0.19448213478064225
1789,NUN BRICHT AUS ALLEN ZWEIGEN,,3.386125256325889,0.5372549019607843,-0.08823529411764706,0.5,0.25,0.045454545454545456,0.0,-0.0,0.0,-0.08823529411764706,0.8433610512653239,0.3755067396809684
1790,DER LENZ IST ANGEKOMMEN,,4.012135024876932,0.5885416666666666,0.25,-1.0,0.7272727272727273,0.06451612903225806,0.0,-0.0,0.0,0.0,0.9088469119915024,0.3980101520217053
1791,DU JUNGES GRUEN DU FRISCHES GRAS,,3.4060161879930275,0.5533333333333333,0.25,-1.0,0.08333333333333333,0.05263157894736842,0.0,-0.027777777777777776,0.0,-0.095,0.723085678552946,0.2738823560569945
1792,HINAUS HINAUS INS FREIE,,3.2637647199213413,0.6283333333333333,0.45,-1.0,0.2857142857142857,0.02631578947368421,0.0,-0.0,0.0,-0.12333333333333332,0.5531260744261302,0.649573482587943
1793,SO SEI GEGRUESST VIEL TAUSENDMAL,,3.8902373178483507,0.6214285714285714,0.23333333333333334,-1.0,0.47619047619047616,0.10344827586206896,-0.07017543859649122,-0.0,0.0,-0.02619047619047619,0.7035709747973898,0.17053701015965167
1794,SEHT DEN HIMMEL WIE HEITER,,3.662096373957548,0.41666666666666674,0.08333333333333333,-1.0,0.03125,0.0,-0.044444444444444446,-0.0,0.0,-0.05000000000000001,0.9173543104654847,0.21428571428571427
1795,WIE REIZEND WIE WONNIG IST ALLES UMHER,,3.8974662121148,0.4411764705882352,-0.029411764705882353,-1.0,0.15625,0.045454545454545456,0.0,-0.0,0.0,-0.196078431372549,1.0,0.37999590909732117
1796,WONNE SCHWEBET LAECHELT UEBERALL,,4.24976057403302,0.65,0.3,-1.0,0.39285714285714285,0.10526315789473684,0.0,-0.0,-0.2,-0.22000000000000003,0.8709801704538547,0.8211864186167592
1797,HEIDA DIE LIEBE MAIENZEIT,,3.715322752640864,0.6583333333333333,0.4,-1.0,0.0,0.05263157894736842,0.0,-0.0,0.0,-0.3366666666666667,0.7024171318598562,0.9705371997283763
1798,WIE HERRLICH LEUCHTET MIR DIE NATUR,,4.145718773771699,0.5533333333333332,0.14,-1.0,0.35714285714285715,0.07142857142857142,-0.02702702702702703,-0.0,0.0,-0.04,0.8941429737847375,0.9855011539123149
1799,WIE HERRLICH LEUCHTET MIR DIE NATUR,,4.385452408703183,0.6074074074074075,-0.1111111111111111,-1.0,0.1,0.0,0.0,-0.0,0.0,-0.12962962962962962,0.9839260312944523,0.9533782292605822
1800,WENN DER FRUEHLING KOMMT UND VON DEN BERGEN SCHAUT,,4.12964324300844,0.6424242424242425,0.36363636363636365,-1.0,0.3,0.0,0.0,-0.019230769230769232,0.0,-0.2212121212121212,0.8312639183332907,0.9791485554443794
