I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,,,,,,,,,,,,,,
1770,SO VIEL DER MAI AUCH BLUEMLEIN BEUT,,0.069404591,0.368627451,-0.294117647,-1,0.083333333,0.03030303,-0.016666667,-0.05,0,-0.085294118,0.811572394,0.221646813,,,,,,,,,,,,,,
1771,FREUNDLICH GLAENZT AN STILLER QUELLE,,-0.345115195,0.24025974,-0.409090909,-1,-0.075757576,0,-0.022727273,0,0,-0.022727273,0.769590774,0.175337321,,,,,,,,,,,,,,
1772,BEI DER STILLEN MONDESHELLE,,0.068384063,0.296875,-0.4375,-1,-0.3125,0,0,0,0,0,1,0.521509063,,,,,,,,,,,,,,
1773,ES MURMELN DIE WELLEN,,0.324848467,0.343137255,-0.117647059,-1,0,0.075757576,-0.04,-0.24,0,0,0.926239593,0.377361102,,,,,,,,,,,,,,
1774,DIE FENSTER AUF DIE HERZEN AUF,,1.757393933,0.477777778,0.166666667,-1,0.4375,0.017241379,-0.022222222,0,0,-0.066666667,0.772771815,0.974325183,,,,,,,,,,,,,,
1775,AUS IHREM SCHLAF ERWACHET,,0.200583192,0.362406015,-0.105263158,-1,0.019230769,0,0,-0.067567568,0,-0.075062657,0.755306266,0.311533524,,,,,,,,,,,,,,
1776,DER FRUEHLING NAHT MIT BRAUSEN,,3.120263231,0.661333333,0.2,1,0.377777778,0.102040816,-0.014084507,0,0,-0.036666667,0.635380342,0.194482135,,,,,,,,,,,,,,
1777,NUN BRICHT AUS ALLEN ZWEIGEN,,-0.373645948,0.232352941,-0.264705882,-1,-0.5,0,0,0,0,-0.088235294,0.843361051,0.403581236,,,,,,,,,,,,,,
1778,DER LENZ IST ANGEKOMMEN,,1.937187587,0.588541667,0.25,-1,0.727272727,0.064516129,0,0,0,0,0.908846912,0.398010152,,,,,,,,,,,,,,
1779,DU JUNGES GRUEN DU FRISCHES GRAS,,0.779122275,0.578333333,0.15,-1,0.333333333,0.052631579,0,-0.027777778,0,-0.095,0.723085679,0.064516129,,,,,,,,,,,,,,
1780,HINAUS HINAUS INS FREIE,,-0.829974419,0.276666667,-0.55,-1,-0.142857143,0.026315789,0,0,0,-0.123333333,0.553126074,0.130107527,,,,,,,,,,,,,,
1781,SO SEI GEGRUESST VIEL TAUSENDMAL,,1.212142727,0.621428571,0.233333333,-1,0.476190476,0.103448276,-0.070175439,0,0,-0.026190476,0.703570975,0.17053701,,,,,,,,,,,,,,
1782,SEHT DEN HIMMEL WIE HEITER,,0.56844558,0.416666667,0.083333333,-1,0.03125,0,-0.044444444,0,0,-0.05,0.91735431,0.214285714,,,,,,,,,,,,,,
1783,WIE REIZEND WIE WONNIG IST ALLES UMHER,,0.797386729,0.441176471,-0.029411765,-1,0.15625,0.045454545,0,0,0,-0.196078431,1,0.379995909,,,,,,,,,,,,,,
1784,WONNE SCHWEBET LAECHELT UEBERALL,,-0.408944389,0.18,-0.3,-1,-0.357142857,0.315789474,0,0,-0.2,-0.22,0.87098017,0.301428824,,,,,,,,,,,,,,
1785,HEIDA DIE LIEBE MAIENZEIT,,0.137615332,0.273333333,-0.2,-1,0.5,0,0,0,0,-0.336666667,0.702417132,0.198531534,,,,,,,,,,,,,,
1786,WIE HERRLICH LEUCHTET MIR DIE NATUR,,0.508410524,0.306666667,-0.22,-1,0,0,-0.027027027,0,0,-0.04,0.894142974,0.59462791,,,,,,,,,,,,,,
1787,WIE HERRLICH LEUCHTET MIR DIE NATUR,,0.340665123,0.251851852,-0.111111111,-1,0.1,0.029411765,0,0,0,-0.12962963,0.983926031,0.216216216,,,,,,,,,,,,,,
1788,WENN DER FRUEHLING KOMMT UND VON DEN BERGEN SCHAUT,,0.809363523,0.33030303,-0.090909091,-1,0,0,0,-0.019230769,0,-0.221212121,0.831263918,0.979148555,,,,,,,,,,,,,,
1789,WENN DER FRUEHLING KOMMT VON DEN BERGEN SCHAUT,,0.33359684,0.302564103,-0.5,-1,0.142857143,0.08,-0.032258065,0,0,-0.282051282,0.908137309,0.714347632,,,,,,,,,,,,,,
1790,MAIENBLUEMLEIN SO SCHOEN,,0.566574955,0.396875,-0.125,-1,-0.25,0,0,0,0,0,0.571052279,0.973647676,,,,,,,,,,,,,,
1791,O DER SCHOENE MAIENMOND,,0.758661387,0.284722222,-0.25,-1,-0.03125,0,-0.020408163,0,0,-0.033333333,0.955046113,0.853884548,,,,,,,,,,,,,,
1792,WENN DES FRUEHLINGS WACHEN ZIEHEN,,0.223151208,0.385416667,-0.375,-1,-0.083333333,0,-0.036363636,0,0,-0.0625,0.949672374,0.445259137,,,,,,,,,,,,,,
1793,BUNT SIND SCHON DIE WAELDER,,-0.112919443,0.348611111,-0.208333333,-1,-0.138888889,0.043478261,0,0,0,-0.1,0.784318671,0.157894737,,,,,,,,,,,,,,
1794,DAS LAUB FAELLT VON DEN BAEUMEN,,0.732713436,0.574074074,0.111111111,-1,0.090909091,0,-0.03125,0,0,-0.044444444,0.814991554,0.21732205,,,,,,,,,,,,,,
1795,FELDEINWAERTS FLOG EIN VOEGELEIN,,0.742114992,0.553030303,0.136363636,-1,0.166666667,0.047619048,0,-0.019230769,0,-0.059090909,0.7124743,0.204282716,,,,,,,,,,,,,,
1796,DER WINTER IST EIN RECHTER MANN,,-0.405784858,0.23,-0.45,-1,-0.166666667,0,-0.028571429,0,0,-0.17,0.815816874,0.363636364,,,,,,,,,,,,,,
1797,WIE RUHEST DU SO STILLE,,1.32413035,0.517301587,-0.033333333,-1,0.189655172,0.068965517,-0.013888889,-0.013888889,0,-0.033333333,0.768939388,0.873713129,,,,,,,,,,,,,,
1798,O WIE IST ES KALT GEWORDEN,,2.17725961,0.342592593,-0.222222222,1,0.192307692,0,0,-0.034482759,0,-0.111111111,0.671271876,0.338903541,,,,,,,,,,,,,,
1799,ERWACHT VON SUESSEM SCHLUMMER,,1.254658114,0.518518519,-0.277777778,-1,0.183333333,0.029411765,-0.034482759,0,0,0,0.881298738,0.954356296,,,,,,,,,,,,,,
1800,IN MORGENROTH GEKLEIDET,,-0.436200492,0.287037037,-0.333333333,-1,0.125,0,0,-0.066666667,0,-0.055555556,0.430603876,0.17671415,,,,,,,,,,,,,,
1801,O WUNDERBARES TIEFES SCHWEIGEN,,-0.527685828,0.240740741,-0.5,-1,-0.25,0,-0.027027027,0,0,-0.17962963,0.725046473,0.463183615,,,,,,,,,,,,,,
1802,GOLDNE ABENDSONNE WIE BIST DU SO SCHOEN,,0.195620082,0.458333333,-0.125,-1,0.0625,0.066666667,0,0,0,-0.03125,0.453008344,0.311361738,,,,,,,,,,,,,,
1803,DORT SINKET DIE SONNE IM WESTEN,,0.452032226,0.37254902,-0.147058824,-1,-0.25,0.03030303,-0.026315789,0,0,-0.058823529,0.561737176,0.969641142,,,,,,,,,,,,,,
1804,SEHT WIE DIE SONNE DORT SINKET (SUESSER DIE GLOCKE NIE KLINGET),,-0.059716915,0.246279762,-0.21875,-1,-0.392857143,0.032258065,-0.028985507,0,0,-0.188988095,0.923748118,0.567577886,,,,,,,,,,,,,,
1805,KOMM STILLER ABEND NIEDER AUF UNSRE KLEINE FLUR,,3.33386024,0.633333333,0.444444444,0.5,0.4,0.294117647,0,0,0,-0.1,0.876840206,0.285124609,,,,,,,,,,,,,,
1806,WILLKOMMEN O SELIGER ABEND,,1.302813831,0.542328042,0.166666667,-1,0.041666667,0.058823529,-0.063829787,-0.021276596,0,-0.060185185,0.810747924,0.82787257,,,,,,,,,,,,,,
1807,ICH STAND AUF BERGES HALDE (ALLE JAHRE WIEDER),,-0.465961742,0.27962963,-0.444444444,-1,-0.166666667,0,0,0,0,-0.037037037,0.628112332,0.274444444,,,,,,,,,,,,,,
1808,JETZUND FAELLT DIE NACHT HEREIN,,0.723193913,0.375,-0.208333333,-1,0.027027027,0,0,0,0,-0.326388889,0.882241432,0.973647676,,,,,,,,,,,,,,
1809,IM STILLEN HEITERN GLANZE TRITT ER SO MILD DAHER,,0.292522411,0.333333333,-0.277777778,-1,0,0.176470588,0,0,0,-0.166666667,1,0.227162934,,,,,,,,,,,,,,
1810,DER MOND IST AUFGEGANGEN,,3.557769245,0.628205128,0.115384615,0.5,0.430232558,0.24,0,0,0,-0.153846154,1,0.797793097,,,,,,,,,,,,,,
1811,DU LIEBLICHER STERN DU LEUCHTEST SO FERN,,0.40079922,0.333333333,-0.055555556,-1,0.25,0,-0.1,0,0,-0.148148148,0.986666667,0.134502924,,,,,,,,,,,,,,
1812,SEI GEGRUESST IN REINER SCHOENE,,1.126607399,0.484593838,-0.117647059,-1,0.060606061,0.03030303,0,0,0,-0.206442577,0.890352583,0.984841523,,,,,,,,,,,,,,
1813,WIE WOHL IST MIR IM DUNKELN,,-0.319470394,0.137254902,-0.411764706,-1,-0.24137931,0,-0.063492063,-0.015873016,0,-0.065686275,0.711739182,0.629730892,,,,,,,,,,,,,,
1814,ICH SEHE OFT UM MITTERNACHT,,1.279407546,0.664814815,0.333333333,-1,0.442307692,0.117647059,-0.033333333,0,0,-0.027777778,0.557344533,0.225071225,,,,,,,,,,,,,,
1815,IM WINDSGERAEUSCH IN STILLER NACHT,,-0.683249955,0.163945578,-0.553571429,-1,-0.290322581,0,0,-0.073394495,0,-0.232312925,0.705321513,0.597084384,,,,,,,,,,,,,,
1816,KEIN SCHOENER LAND IN DIESER ZEIT,,-0.234156789,0.174358974,-0.538461538,-1,-0.40625,0,0,0,0,-0.082051282,0.939862781,0.678384276,,,,,,,,,,,,,,
1817,GUTE NACHT GUTE NACHT ALLEN MUEDEN SEIS GEBRACHT,,-0.737894933,0.237179487,-0.384615385,-1,-0.5625,0,0,-0.018867925,-0.076923077,-0.064102564,0.825688014,0.306246516,,,,,,,,,,,,,,
1818,VERGANGEN IST DER LICHTE TAG,,0.677629646,0.372222222,0,-1,0.076923077,0,0,0,0,-0.111111111,0.919050797,0.42054466,,,,,,,,,,,,,,
1819,NACHT UND STILL ISTS UM MICH HER,,1.487964478,0.65625,0.40625,-1,0.416666667,0.032258065,0,0,0,-0.21875,0.947513441,0.247776306,,,,,,,,,,,,,,
1820,NACHT UND STILL ISTS UM MICH HER,,3.058739723,0.564583333,0.125,1,0.307692308,0.366666667,0,0,0,-0.302083333,0.694371591,0.302509158,,,,,,,,,,,,,,
1821,MUEDE BIN ICH GEH ZUR RUH,,1.022742442,0.604166667,0.375,-1,0.208333333,0,-0.032258065,0,-0.5,-0.1875,1,0.555000507,,,,,,,,,,,,,,
1822,ACH AUS DIESES THALES GRUENDEN,,-1.154367246,0.257843137,-0.588235294,-1,-0.328571429,0,-0.026666667,-0.013333333,-0.058823529,-0.108823529,0.682392652,0.029850746,,,,,,,,,,,,,,
1823,WENNS MAILUEFTERL WEHT,,0.076162282,0.36,-0.24,-1,0.068965517,0.071428571,-0.051948052,0,0,-0.044666667,0.713850655,0.198532256,,,,,,,,,,,,,,
1824,SIEHST DU AM ABEND DIE WOLKEN ZIEHN,,-0.409489418,0.145833333,-0.291666667,-1,-0.3125,0,-0.016393443,0,0,-0.111111111,0.685440127,0.490908342,,,,,,,,,,,,,,
1825,ICH DENK AN EUCH IHR HIMMLISCH SCHOENEN TAGE,,0.153487863,0.404497354,-0.333333333,-1,-0.25,0.029411765,-0.021276596,-0.042553191,0,-0.111111111,0.502272297,0.975580679,,,,,,,,,,,,,,
1826,DAS WAREN MIR SELIGE TAGE,,1.890847103,0.639005602,0.205882353,-1,0.365384615,0.060606061,-0.046511628,0,0,-0.196428571,0.87541258,0.987496092,,,,,,,,,,,,,,
1827,O SUESSE HIMMELSLUST,,1.23367877,0.635416667,0.21875,-1,0.451807229,0.079365079,-0.010989011,0,-0.09375,-0.114583333,0.887155983,0.180506156,,,,,,,,,,,,,,
1828,KENNST DU DAS LAND WO DIE ZITRONEN BLUEHN,,-0.292684569,0.306666667,-0.4,-1,-0.086956522,0.034482759,-0.014285714,-0.057142857,0,-0.117777778,0.737957292,0.304371585,,,,,,,,,,,,,,
1829,TRAUTE HEIMATH MEINER LIEBEN,,1.22399551,0.533333333,0.045454545,-1,0.28,0,-0.090909091,-0.022727273,0,-0.015151515,0.518414832,0.975580679,,,,,,,,,,,,,,
1830,ICH WEISS MIR ETWAS LIEBES AUF GOTTES WEITER WELT,,0.62892627,0.480882353,-0.147058824,-1,0.1375,0.136363636,0,-0.037037037,0,-0.023529412,0.669028173,0.41277738,,,,,,,,,,,,,,
1831,NUR NOCH EINMAL IN MEINEM GANZEN LEBEN,,-0.011755834,0.460588972,-0.315789474,-1,-0.042857143,0,-0.010204082,0,0,-0.230075188,0.87050643,0.256074649,,,,,,,,,,,,,,
1832,AM BLAU UND WEISSEN BANDE,,0.649399227,0.618518519,0.166666667,-1,0.366666667,0.058823529,0,-0.060606061,-0.222222222,-0.103703704,0.64429889,0.180956942,,,,,,,,,,,,,,
1833,KOMMT LASST UNS AUSSPAZIEREN,,-0.502554321,0.225925926,-0.277777778,-1,-0.181818182,0,-0.03030303,0,0,-0.175925926,0.701712485,0.235632184,,,,,,,,,,,,,,
1834,IN DEM GOLDNEN STRAHL UEBER BERG UND THAL,,0.866614301,0.340343915,-0.166666667,-1,1,0,-0.066666667,0,0,-0.265079365,0.807716911,0.216966173,,,,,,,,,,,,,,
1835,VOEGLEIN EINSAM IN DEM BAUER,,1.506996187,0.408333333,-0.4375,0.5,0.192307692,0.033333333,0,-0.03030303,0,-0.025,0.678324858,0.1875,,,,,,,,,,,,,,
1836,AUS DER JUGENDZEIT AUS DER JUGENDZEIT,,-0.104746983,0.268421053,-0.131578947,-1,-0.210526316,0,0,-0.044117647,0,-0.131578947,0.869954335,0.274679487,,,,,,,,,,,,,,
1837,DU BACH MIT SILBERNEN WELLEN,,-0.279050243,0.340740741,-0.166666667,-1,-0.055555556,0.058823529,0,0,0,-0.111111111,0.594112759,0.060606061,,,,,,,,,,,,,,
1838,ES WOHNEN ZWEI SCHWAENE IM SEE,,0.293192014,0.483333333,0.1,-1,-0.333333333,0.137931034,-0.014925373,0,0,-0.061111111,0.784302928,0.196994536,,,,,,,,,,,,,,
1839,UND VON BERGEN RINGS UMGEBEN,,-0.665419939,0.271111111,-0.566666667,-1,-0.447368421,0,-0.066666667,-0.016666667,0,-0.046666667,0.624865628,0.58263841,,,,,,,,,,,,,,
1840,IM SCHOENSTEN WIESENGRUNDE,,-0.444409842,0.165555556,-0.633333333,-1,-0.418918919,0,0,-0.04,0,-0.093333333,0.598370981,0.977249207,,,,,,,,,,,,,,
1841,WAS SCHIMMERT DORT AUF DEM BERGE SO SCHOEN,,0.760658728,0.382142857,-0.125,-1,0.081395349,0,-0.009803922,-0.009803922,0,-0.147619048,0.782428017,0.806919396,,,,,,,,,,,,,,
1842,EIN KIRCHLEIN STEHT IM BLAUEN,,-0.973371101,0.165151515,-0.545454545,-1,-0.217391304,0,-0.071428571,-0.023809524,0,-0.128787879,0.457286346,0.391062862,,,,,,,,,,,,,,
1843,ZWEI SAERGE EINSAM STEHEN,,0.037573249,0.461111111,-0.166666667,-1,0,0.058823529,-0.028571429,0,0,-0.138888889,0.619193908,0.232571685,,,,,,,,,,,,,,
1844,ACH UMSONST AUF ALLER LAENDER KARTEN,,-1.033875445,0.301515152,-0.409090909,-1,-0.34375,0,-0.018867925,-0.018867925,0,-0.155411255,0.442440361,0.168157056,,,,,,,,,,,,,,
1845,SPRICHST DU ZUM VOGEL KOMM IN MEIN HAUS,,-0.361433018,0.269791667,-0.4375,-1,-0.193548387,0,-0.024390244,0,0,-0.169791667,0.868554715,0.325450898,,,,,,,,,,,,,,
1846,MIR AUCH WAR EIN LEBEN AUFGEGANGEN,,0.014462706,0.577777778,-0.111111111,-1,0.076923077,0.058823529,0,-0.020833333,0,-0.166666667,0.473492351,0.126057082,,,,,,,,,,,,,,
1847,EIN HERZ DAS SICH MIT SORGEN QUAELT,,1.248341822,0.41372549,-0.029411765,-1,-0.055555556,0.106060606,-0.026666667,0,0,-0.145098039,1,0.985287752,,,,,,,,,,,,,,
1848,EIN HERZ DAS SICH MIT SORGEN QUAELT,,1.380161227,0.533950617,0.148148148,-1,0.2421875,0.103773585,0,0,0,-0.135802469,0.909628699,0.578275147,,,,,,,,,,,,,,
1849,HOFFNUNG HOFFNUNG MILD WIE FRUEHLINGSSCHIMMER,,0.523146389,0.458095238,-0.1,-1,-0.166666667,0.155172414,-0.012345679,-0.024691358,0,-0.183015873,0.841926212,0.554672101,,,,,,,,,,,,,,
1850,FREUND ICH BIN ZUFRUEDEN GEH ES WIE ES WILL,,-0.202940592,0.271875,-0.375,-1,-0.173076923,0,0,0,0,-0.184375,1,0.257636331,,,,,,,,,,,,,,
1851,WAS FRAG ICH VIEL NACH GELD UND GUT,,-0.17328851,0.238888889,-0.566666667,-1,-0.0875,0.034482759,0,-0.021276596,0,-0.016666667,0.808286345,0.437163426,,,,,,,,,,,,,,
1852,WER WOLLTE SICH MIT GRILLEN PLAGEN,,0.346272303,0.327777778,0.055555556,-1,-0.125,0.058823529,0,0,0,-0.077777778,0.892607504,0.214285714,,,,,,,,,,,,,,
1853,WER WOLLTE SICH MIT GRILLEN PLAGEN,,-0.089480153,0.288888889,-0.333333333,-1,0.0625,0,0,0,0,0,0.723874649,0.168589642,,,,,,,,,,,,,,
1854,ICH BIN VERGNUEGT IM SIEGESTON VERKUEND ES MEIN GEDICHT,,0.446152669,0.258974359,-0.230769231,-1,-0.266666667,0,-0.037037037,0,0,-0.061538462,0.94742537,0.835764336,,,,,,,,,,,,,,
1855,ACH DU KLARER BLAUER HIMMEL,,-0.984051929,0.31372549,-0.264705882,-1,-0.5,0,-0.019607843,-0.078431373,0,-0.102941176,0.507908855,0.16,,,,,,,,,,,,,,
1856,FROEHLICH UND WOHLGEMUTH WANDELT DAS JUNGE BLUT,,0.703971218,0.305555556,0.166666667,-1,0,0,-0.028571429,0,0,-0.166666667,0.986666667,0.440320424,,,,,,,,,,,,,,
1857,FROEHLICH UND WOHLGEMUTH,,0.592481374,0.416666667,0,-1,0,0,-0.057142857,0,0,-0.166666667,0.935417889,0.464206342,,,,,,,,,,,,,,
1858,DER MENSCH HAT NICHTS SO EIGEN,,3.734477078,0.745098039,0.235294118,0.5,0.53125,0.121212121,0,0,0,-0.088235294,1,0.689858094,,,,,,,,,,,,,,
1859,NICHT BLOS FUER DIESE UNTERWELT,,1.479779173,0.668518519,0.388888889,-1,0.69047619,0.205882353,-0.028571429,0,0,-0.111111111,0.508437698,0.157258065,,,,,,,,,,,,,,
1860,BRUEDER REICHT DIE HAND ZUM BUNDE,,0.936887077,0.390151515,-0.181818182,-1,0.049450549,0.091954023,0,-0.052631579,0,-0.011363636,0.983569341,0.667575046,,,,,,,,,,,,,,
1861,LASST UNS IHR BRUEDER WEISHEIT ERHOEHN,,0.141788232,0.420833333,0,-1,0.038461538,0,0,0,0,-0.111111111,0.558092489,0.235511983,,,,,,,,,,,,,,
1862,EIN GETREUES HERZ ZU WISSEN,,0.63834832,0.396153846,0.076923077,-1,0.0625,0.18,0,0,0,-0.116666667,0.830299741,0.209138322,,,,,,,,,,,,,,
1863,ICH KENN EIN'N HELLEN EDELSTEIN,,1.513356978,0.663461538,0.269230769,-1,0.542857143,0.205882353,-0.032258065,0,0,-0.108974359,0.668757307,0.30440029,,,,,,,,,,,,,,
1864,FREUDE SCHOENER GOETTERFUNKEN,,-0.164364897,0.240123457,-0.277777778,-1,-0.275,0,0,-0.008,0,-0.210493827,0.851754939,0.515028312,,,,,,,,,,,,,,
1865,FREUT EUCH DES LEBENS,,0.548563431,0.255555556,-0.333333333,-1,0.060606061,0.021276596,0,0,0,-0.015277778,0.934384153,0.625352178,,,,,,,,,,,,,,
1866,ZU DES LEBENS FREUDEN SCHUF UNS DIE NATUR,,0.885314195,0.583333333,0.15625,-1,0.314814815,0.064516129,-0.01754386,0,0,-0.095833333,0.683306522,0.196470588,,,,,,,,,,,,,,
1867,WILLST DU FREI UND LUSTIG GEHN,,1.167640993,0.60625,0.0625,-1,0.166666667,0.032258065,0,0,0,-0.133333333,0.877453814,0.555845781,,,,,,,,,,,,,,
1868,HIER SITZ ICH AUF ROSEN MIT VEILCHEN BEKRAENZT,,0.165728344,0.252777778,-0.333333333,-1,-0.125,0.043478261,0,-0.031746032,0,-0.225,0.929291905,0.655259766,,,,,,,,,,,,,,
1869,HIER SITZ ICH AUF ROSEN MIT VEILCHEN BEKRAENZT,,1.819792063,0.67,0.566666667,-1,0.673913043,0.051724138,0,-0.020833333,0,-0.148888889,0.65200516,0.375205277,,,,,,,,,,,,,,
1870,ICH HAB MEIN SACH AUF NICHTS GESTELLT,,1.12630429,0.592307692,0.153846154,-1,0.3125,0.08,0,-0.04,0,-0.030769231,0.752407451,0.306012224,,,,,,,,,,,,,,
1871,WIEDERUM HAT STILLE NACHT,,0.698165645,0.283482143,-0.125,-1,0.4,0,0,0,0,-0.223958333,0.876748705,0.486893131,,,,,,,,,,,,,,
1872,ES LEBEN DIE ALTEN DIE WEIBER DER WEIN,,-0.255686797,0.353921569,-0.352941176,-1,0.090909091,0,-0.018518519,0,0,-0.207843137,0.708248365,0.17053701,,,,,,,,,,,,,,
1873,EIN LIED IN EHREN,,-0.378324544,0.346969697,-0.5,-1,0.090909091,0,0,-0.020408163,0,-0.053030303,0.579457357,0.177777778,,,,,,,,,,,,,,
1874,HIER IN DES ABENDS TRAULICH ERNSTER STILLE,,-0.37791797,0.366666667,-0.3,-1,0.078947368,0,-0.023809524,0,0,-0.194444444,0.594721963,0.1,,,,,,,,,,,,,,
1875,IM KRUG ZUM GRUENEN KRANZE,,0.385599058,0.46,0,-1,0.25,0,0,0,0,-0.1,0.464101732,0.311497326,,,,,,,,,,,,,,
1876,ES IST SO KOESTLICH HAND IN HAND DAS LEBEN ZU DURCHWALLEN,,1.882228355,0.416386555,0.264705882,-1,0.181818182,0.212121212,0,0,0,-0.049019608,0.935519813,0.920696319,,,,,,,,,,,,,,
1877,TRAURIG SEHEN WIR UNS AN,,0.742686807,0.585,-0.05,-1,0.28125,0.052631579,0,-0.02173913,0,-0.116666667,0.653822464,0.358388561,,,,,,,,,,,,,,
1878,SINGE WEM GESANG GEGEBEN,,0.62050499,0.470833333,0.03125,-1,0.119047619,0.064516129,0,0,0,-0.0375,0.778500481,0.193857428,,,,,,,,,,,,,,
1879,WO MAN SINGET LASS DICH RUHIG NIEDER,,-0.853210246,0.229437229,-0.681818182,-1,-0.236842105,0,0,0,0,-0.161904762,0.710886909,0.287030664,,,,,,,,,,,,,,
1880,BRUEDER LASSET UNS EINS SINGEN,,0.231075441,0.343103448,-0.293103448,-1,-0.040229885,0.052631579,-0.025,0,0,-0.228735632,0.843382997,0.579026383,,,,,,,,,,,,,,
1881,IM KREISE FROHER KLUGER ZECHER,,1.455525335,0.547058824,-0.176470588,-1,0.386363636,0.075757576,-0.034482759,-0.057471264,0,-0.16372549,0.891486798,0.987008604,,,,,,,,,,,,,,
1882,ICH BIN EIN FREIER MANN UND SINGE,,-0.562085094,0.284210526,-0.421052632,-1,-0.125,0,-0.011627907,-0.023255814,-0.105263158,-0.093859649,0.717817399,0.215946141,,,,,,,,,,,,,,
1883,AUF IHR MEINE DEUTSCHEN BRUEDER,,0.665493154,0.357440476,-0.3125,-1,0.083333333,0,-0.05,0,0,-0.069940476,0.928625234,0.728534586,,,,,,,,,,,,,,
1884,GESUND UND FROHEN MUTHES,,1.119236752,0.466666667,0,-1,0.097560976,0,0,0,0,-0.183333333,0.838467709,0.899874734,,,,,,,,,,,,,,
1885,IN ALLEN GUTEN STUNDEN,,0.237009861,0.196,-0.58,-1,-0.230769231,0,-0.02247191,0,0,-0.06,0.997619048,0.936631954,,,,,,,,,,,,,,
1886,ES KANN JA NICHT IMMER SO BLEIBEN,,1.001914584,0.613636364,0.272727273,-1,0.397727273,0.023809524,-0.02173913,-0.043478261,0,-0.128787879,0.660408657,0.227610764,,,,,,,,,,,,,,
1887,DES JAHRES LETZTE STUNDE,,-0.329987631,0.222916667,-0.604166667,-1,-0.171428571,0,-0.0125,-0.025,0,-0.102083333,0.761528845,0.600745429,,,,,,,,,,,,,,
1888,BEKRAENZT MIT LAUB DEN LIEBEN VOLLEN BECHER,,-0.470837383,0.180555556,-0.388888889,-1,-0.269230769,0,0,0,0,-0.027777778,0.862434965,0.172069533,,,,,,,,,,,,,,
1889,BRUEDER DAS IST DEUTSCHER WEIN,,0.643548844,0.601111111,0.1,-1,0.361111111,0.017241379,-0.115384615,-0.019230769,0,-0.146666667,0.741154807,0.104212487,,,,,,,,,,,,,,
1890,EIN LEBEN WIE IM PARADIES,,0.713067024,0.475490196,-0.088235294,-1,0.25,0.015151515,-0.016393443,0,0,-0.029411765,0.902561694,0.203904121,,,,,,,,,,,,,,
1891,DIES BRUEDER IST DER KOENIG,,-0.626597833,0.198148148,-0.277777778,-1,-0.5,0,0,-0.052631579,0,-0.1,0.761719351,0.343944025,,,,,,,,,,,,,,
1892,BURGUNDER HER BURGUNDER HER,,1.387317499,0.481372549,0.147058824,-1,0.5,0.03030303,-0.057971014,0,0,-0.188235294,0.9139617,0.560827705,,,,,,,,,,,,,,
1893,OHNE LIEB UND OHNE WEIN,,-0.291285898,0.248958333,-0.375,-1,-0.333333333,0,-0.042253521,-0.084507042,0,-0.0625,0.735924002,0.621425663,,,,,,,,,,,,,,
1894,WAS IST DES LEBENS HOECHSTE LUST,,0.46148656,0.465686275,-0.088235294,-1,0.181818182,0,0,-0.057142857,0,-0.264705882,0.680721883,0.543344254,,,,,,,,,,,,,,
1895,AUF GRUENEN BERGEN WARD GEBOREN,,0.598694927,0.453896104,-0.136363636,-1,0.175,0.095238095,0,-0.058823529,0,-0.08961039,0.906493226,0.252865058,,,,,,,,,,,,,,
1896,AUS FEUER IST DER GEIST GESCHAFFEN,,-0.229511309,0.224725275,-0.423076923,-1,-0.214285714,0,0,-0.033898305,0,-0.292673993,0.866941679,0.642756672,,,,,,,,,,,,,,
1897,BRINGT MIR BLUT DER EDLEN REBEN,,0.951958485,0.3875,0,-1,0.016129032,0.102564103,-0.032786885,0,-0.15,-0.025,0.975248466,0.67830377,,,,,,,,,,,,,,
1898,ES LEBEN ALLE HOCH,,2.485221644,0.619727891,0.071428571,0.5,0.318181818,0.036585366,-0.01369863,0,0,-0.18537415,0.7982454,0.340125377,,,,,,,,,,,,,,
1899,GESUNDHEIT HERR NACHBAR MEIN GLAESCHEN IST LEER,,1.438870818,0.610215054,0.016129032,-1,0.7,0.032786885,0,-0.010526316,0,-0.195698925,0.848687516,0.437277571,,,,,,,,,,,,,,
1900,MEIN LEBENSLAUF IST LIEB UND LUST,,1.084247035,0.38,-0.26,-1,0.084415584,0.091836735,0,0,0,-0.09,0.972989338,0.905005378,,,,,,,,,,,,,,
1901,ALS NOAH AUS DEM KASTEN WAR,,2.075543454,0.503921569,0.088235294,-1,1,0,0,-0.084507042,0,-0.076470588,0.981997765,0.662366457,,,,,,,,,,,,,,
1902,HERR BACCHUS IST EIN BRAVER MANN,,-0.853143166,0.231481481,-0.555555556,-1,-0.166666667,0,0,0,0,-0.083333333,0.506927989,0.214002919,,,,,,,,,,,,,,
1903,ICH UND MEIN FLAESCHCHEN,,0.305911324,0.303333333,-0.25,-1,-0.058823529,0,0,-0.010416667,0,-0.259166667,0.889787779,0.691197075,,,,,,,,,,,,,,
1904,JETZT SCHWINGEN WIR DEN HUT,,1.147799786,0.571794872,0.038461538,-1,-0.2,0.12,0,0,0,-0.123076923,0.765039621,0.975580679,,,,,,,,,,,,,,
